id,username,type,date,title,text,rating,helpfulness,total_points,taObject,taObjectUrl,taObjectCity,kmean
2423,5herry,Attractions,11/19/2012,Absolutely Amazing!,A must do when in UAE.  A absolutely amazing experience. Strongly recommend doing the tour as they give you some background and also take you to areas you can&acute;t normally go. It lasts about 45mins.  Females have to borrow an abaya to cover their body and head but it&acute;s worth it.,5,0,100,Sheikh Zayed Grand Mosque Center,http://www.tripadvisor.com/Attraction_Review-g294013-d1492221-Reviews-Sheikh_Zayed_Grand_Mosque_Center-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,Abu Dhabi,5
2430,5herry,Attractions,12/29/2011,Beautiful!,A must see if in Abu Dhabi.  Its absolutely beautiful & serene. Ladies - you need to wear an abaya to enter which they give to you at the entrance.,5,0,100,Sheikh Zayed Grand Mosque Center,http://www.tripadvisor.com/Attraction_Review-g294013-d1492221-Reviews-Sheikh_Zayed_Grand_Mosque_Center-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,Abu Dhabi,5
26728,DennisvdMolen,Hotels,10/25/2014,back again and happy,"A beautifull hotel, with nice people, who are all very busy to make your stay very nice. I stayed a week here and enjoyed every minute,  Unfortunately the neighbours hotel ( Double tree) are now blocking the sun in the back garden for a few hours, but its not that bad. The JBR beach is nice and new, with all nice restaurants. An excellent place to stay  WIFI is everywhere, sometimes a little slow, but also outdoors, wife is strong.  The hotel was this week more expensive as an Indian holiday was upcoming unfortunately.",5,1,100,Sheraton Jumeirah Beach Resort,http://www.tripadvisor.com/Hotel_Review-g295424-d304493-Reviews-Sheraton_Jumeirah_Beach_Resort-Dubai_Emirate_of_Dubai.html,Dubai,5
26738,DennisvdMolen,Hotels,4/18/2014,Deze plek is genieten,"Hoewel dit hotel ietwat gedateert is, is het van alle gemakken voorzien maar vooral van zeer vriendelijk personeel!!! Dit mag wel eens gezegd worden, deze mensen maken het succes van dit hotel. Kamers zijn donker ( gordijnen vanwege de warmte) en de airco is zeer koel. Het zwembad gedeelte en de palmtuin zijn erg mooi, hoewel er momenteel wordt gebouwd naast het hotel. Maar goed waar niet in Dubai. Deze werkplaats geeft overdag wat overlast van aan en afrijdende vrachtwagens, maar met een biertje in je hand, en de zon in je gezicht ben je een kniesoor als je hier mee zit. Het onlangs geopende JBR-shopping gedeelte is wederom een architectonisch stukje kunst. Overal gratis wifi, mooie omgeving en gezellig eet gelegenheden. HEt Sheraton ligt hier een 5-10 minuten lopen vanaf. HEt hotel biedt veel comfort en heeft een zeer uitgebreid ontbijt buffet. Ik kom hier elke 6-8 weken en mag er graag verblijven. Rijden naar Dubai-city of Burj-Khalifa, is ongeveer 20 min. Aankomst laat op Dubai airport, kan men met de hotel taxi je meteen ophalen, dit is erg behaagelijk. wel even aanmelden van te voren.",5,2,102,Sheraton Jumeirah Beach Resort,http://www.tripadvisor.com/Hotel_Review-g295424-d304493-Reviews-Sheraton_Jumeirah_Beach_Resort-Dubai_Emirate_of_Dubai.html,Dubai,5
26759,DennisvdMolen,Hotels,4/19/2012,Excellent resource,"Although from the outside the Sheraton has not the impressive looks as other hotels, this is THE place to be in Dubai. BEsides all the friendly people and inhous carrental, and excursion booking possibillities, it has an excellent pool, sun garden and beach.  The service on the pool is very good!. Rooms are spacecious and clean. But the biggest pro of this hotel is the location. Everybody knows that the fun and the action happens in the night at the Jumeirah Beach Road, all the expensive cars are passing by here, there are lovely restaurants, so this is more or less the place to be. With only 2 minute walk, you are at the strip, so the benefit of the action, and the location at the end of the strip, gives you just that quiteness.  A nice stay, very wel equiped for families with kids.",5,1,101,Sheraton Jumeirah Beach Resort,http://www.tripadvisor.com/Hotel_Review-g295424-d304493-Reviews-Sheraton_Jumeirah_Beach_Resort-Dubai_Emirate_of_Dubai.html,Dubai,5
27562,DocSurf,Hotels,11/5/2014,"Excellent, will stay again.","Stayed here for the second time. Was a great experience again. We stayed in the Mill, had a lovely room and will return. It is a luxury apartment, the bed is comfortable, clean and won&acute;t disappoint. The apartment is in a central location within easy flat walking distance to Salamanca.",5,1,100,Sullivans Cove Apartments,http://www.tripadvisor.com/Hotel_Review-g255097-d1106577-Reviews-Sullivans_Cove_Apartments-Hobart_Greater_Hobart_Tasmania.html,Hobart,5
27588,DocSurf,Hotels,2/9/2012,Admirals Loft very comfy,The Admirals loft is very much worth staying at. The booking was easy and staying here made our stay in Hobart very comfortable. I will definitely stay here again next time we stay in Hobart.  The room looks over the IXL courtyard and is next to the Henry Jones hotel.  Walking distance to Salamanca markets and Hobart CBD.,5,1,101,Sullivans Cove Apartments,http://www.tripadvisor.com/Hotel_Review-g255097-d1106577-Reviews-Sullivans_Cove_Apartments-Hobart_Greater_Hobart_Tasmania.html,Hobart,5
8386,Anna_Shaws_Holidays,Restaurants,11/19/2013,We retuurned and loved it even more..,"We were in NYC in 2011 and we went to Uncle Jacks and loved it. When we returned this year (Nov 13) we went back. We were worried &acute;would it be as good as we remembered?&acute; and no it wasn&acute;t. It was better! We love this restaurant and will ALWAYS return when we are in NYC. We managed to squeeze in another visit before we left for London, but we would have gone every night it was that good. Its not just the food that is amazing here, the atmosphere and the service is incredible. Thank you for 2 more amazing meal times. See you as soon as we can!",5,0,100,Uncle Jack's Steakhouse,http://www.tripadvisor.com/Restaurant_Review-g60763-d477300-Reviews-Uncle_Jack_s_Steakhouse-New_York_City_New_York.html,New York City,5
8389,Anna_Shaws_Holidays,Restaurants,12/28/2011,This will be our local resturant in NYC!,"What an amazing Restaurant! If you go to New York you MUST go to this steak house, literally the best steak my Boyfriend and I have eaten! The service was out of this world, the food was amazing, our glasses never went empty! We had a chat with the Manager and he was a very friendly man, we later on had drinks with him at the bar. We will always return to this restaurant every time we are in New York!!! Worth every dollar you pay! Go for it, treat yourself and enjoy!!!!!",5,0,100,Uncle Jack's Steakhouse,http://www.tripadvisor.com/Restaurant_Review-g60763-d477300-Reviews-Uncle_Jack_s_Steakhouse-New_York_City_New_York.html,New York City,5
26723,DennisvdMolen,Hotels,7/11/2015,A great Palace in the hot dessert,"This hotel is great, enough said.  The dedicated team gives you the feeling you&acute;re welcome . Upon arrival I got an upgrade to a suite which was awesome. Rooms are spacious, and clean, wifi is quick.  The swimmingpools are big and cool, where the sea at this time was hot, the swimmingpool gave enough cooling down. During the sunbath the team gives you cold water to spray your body and cold towels. THis extra gives you a nice feeling.  Nothing is too much, and in the evening in the bar get a good and tasty cocktail of the barteam. I forgot the names but a vietnamees and an Italian made our night!",5,1,100,Westin Dubai Mina Seyahi Beach Resort & Marina,http://www.tripadvisor.com/Hotel_Review-g295424-d1008503-Reviews-Westin_Dubai_Mina_Seyahi_Beach_Resort_Marina-Dubai_Emirate_of_Dubai.html,Dubai,5
26735,DennisvdMolen,Hotels,6/17/2014,Sublime Hotel,"stayed for a week in this marvelous hotel. service is excellent, people are very kind and help you with all kind of stuff.  The oustside swimming pools (!!) are great and a nice set-up. breakfast is extensive and therefor enough, lot&acute;s of choice. Rooms are spacious as is the bathroom. Airco can handle the extreme hot temperatures very well. ( during my visit it was 45C outside) The price of the rooms are not very expensive but they are not the cheapest.  For business this is an excellent hotel, everywhere wifi, and good connection ( even at the pool), enough space to meet with partners in the hotel. a nice bar and lobby.  The only downfall is that this hotel doesn&acute;t participate in the SPG loyalty program, so no points will be added to your account.",5,4,104,Westin Dubai Mina Seyahi Beach Resort & Marina,http://www.tripadvisor.com/Hotel_Review-g295424-d1008503-Reviews-Westin_Dubai_Mina_Seyahi_Beach_Resort_Marina-Dubai_Emirate_of_Dubai.html,Dubai,5
12732,Bearded_Beast,Hotels,7/11/2011,Perfect for three.,"Selected this hotel since it offered a triple room and for its location. Was not disappointed by either. The room was sufficiently large that the three single beds were not cramped ??“ although they could not offer room with a double and single. The room would be great if it was just two  Despite offering a TV program in English, the only non-pay offering was CNN and even this included Japanese commentary. The location was excellent ??“ it was a five minute walk to the peace park, and not much longer to the undercover shopping centre.  The hotel general areas and room were spotlessly clean. Good Fitness centre The staff were friendly and spoke excellent English. Located a small supermarket just down from the hotel and took the opportunity to buy breakfast and so didn??™t try the hotel breakfast but it looked OK.",5,1,101,ANA Crowne Plaza Hiroshima,http://www.tripadvisor.com/Hotel_Review-g298561-d300478-Reviews-ANA_Crowne_Plaza_Hiroshima-Hiroshima_Hiroshima_Prefecture_Chugoku.html,Hiroshima,6
9696,AttitudeAdjuster,Attractions,7/24/2015,A fantastic view every few seconds,"I always &acute;do&acute; a walk of the city walls whenever I visit this beautiful city. You need a couple of hours and you would do well to stock up on the free water from the fountains in Dubrovnik as it is hot work in the summer and the cafes on the walls themselves are very happy to charge you 15 kuna for a small bottle, luke warm! At every stage along the walls there seem to be fabulous views and it is worth the 100 kuna in my opinion - word of warning, do wear shoes with a good grip as some of the stone is quite shiny and slippery.",5,0,100,Ancient City Walls,http://www.tripadvisor.com/Attraction_Review-g295371-d522915-Reviews-Ancient_City_Walls-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,Dubrovnik,6
2523,6079max,Attractions,7/16/2014,A confronting experience that takes you into her world,This is an experience that everyone should see. A girl so young reaching out through her writing to the whole world. We wondered if she would have had any idea that her writing would reach so far and wide.,5,0,100,Anne Frank House (Anne Frankhuis),http://www.tripadvisor.com/Attraction_Review-g188590-d190555-Reviews-Anne_Frank_House_Anne_Frankhuis-Amsterdam_North_Holland_Province.html,Amsterdam,6
22673,ClovaTheWestie,Hotels,8/29/2015,Loved staying here.,What can you say? Absolutely perfect for so many reasons. All communication prior to our stay was handled professionally and very promptly with regards to restaurant bookings etc and we found the staff very helpful on our arrival. We were staying in their most basic rooms which was very comfortable with views towards Santa Maria Novella. Breakfast was lovely and the views from the terrace are exceptional. Loved the honesty bar too and spent plenty of time relaxing on the roof. We would have absolutely no hesitation in staying here again when we return to Florence.,5,1,101,Antica Torre di Via Tornabuoni,http://www.tripadvisor.com/Hotel_Review-g187895-d262542-Reviews-Antica_Torre_di_Via_Tornabuoni-Florence_Tuscany.html,Florence,6
6351,AliDUk,Attractions,10/29/2011,Superb way to cool off!,"We went to the water park for 3 days out of our 6 day stay at the Atlantis hotel as we enjoyed it so much. (Free as we were staying in the Atlantis hotel.) We rode the free golf buggy from the hotel to the far end of the water park where we always found plenty of comfy sunbeds. (Note great moveable sunshades which helped to keep us a little cooler.) We didn&acute;t go on any of the rides but spent hours on the &acute;lazy river&acute; which isn&acute;t that lazy! The beach attached to the park was fun, but we saw a number of people being treated for jelly fish stings. Tip - Buy a refillible drinks bottle for 40 Dirham (??8) then it is only 5 Dirham (??1) to fill up. You can use it any day you visit, not just the day you buy it.",5,0,100,Aquaventure Waterpark,http://www.tripadvisor.com/Attraction_Review-g295424-d1200463-Reviews-Aquaventure_Waterpark-Dubai_Emirate_of_Dubai.html,Dubai,6
22676,ClovaTheWestie,Hotels,3/3/2015,Excellent stay again,"I&acute;ve stayed here before and once again it was a lovely stay in a great value hotel in a fantastic area. I was on my own in a single room so it was small, but it was rvery clean, comfortable, fresh and modern. Bathroom was big enough for me and I&acute;m not a small bloke. I had a room at the back and although quiet, I wish they&acute;d do something with their garden. It looked a bit messy. Small complaint though.",5,1,100,Arosfa,http://www.tripadvisor.com/Hotel_Review-g186338-d209146-Reviews-Arosfa-London_England.html,London,6
22716,ClovaTheWestie,Hotels,5/1/2013,Another excellent stay,"I stayed here again and i&acute;m pleased to say that it still retains all of its best features. the staff are super efficient and friendly, the breakfast is cooked fresh and delicious and the hotel is a lovely home away from home. I was given a newly refurbished twin room which had been refurbed to a very high standard with plenty of amenities and was very comfortble. For such a great location this place is a real find at the price you pay.",5,1,100,Arosfa,http://www.tripadvisor.com/Hotel_Review-g186338-d209146-Reviews-Arosfa-London_England.html,London,6
19677,CarolinainDallas,Attractions,10/10/2014,Beautiful View,"Artist Point is an easy, paved walk that takes you to a great viewpoint of the falls and the Grand Canyon of Yellowstone. It is truly beautiful and worth the effort to see this vista.",5,1,100,Artist Point,http://www.tripadvisor.com/Attraction_Review-g60999-d532065-Reviews-Artist_Point-Yellowstone_National_Park_Wyoming.html,Yellowstone National Park,6
6632,AlvinTSingapore,Attractions,10/25/2014,Always good,Yea its expensive but the experience and service is impeccable. Plenty of staff and attention showered. The spa facilities are free for guests and worth a visit too!,5,1,101,Auriga Spa,http://www.tripadvisor.com/Attraction_Review-g294264-d3459673-Reviews-Auriga_Spa-Sentosa_Island.html,Sentosa Island,6
6684,AlvinTSingapore,Attractions,10/18/2012,Expensive but worth a try when at the Capella,"My wife and I tried the treatments when we stayed over at the Capella. My wife had their signature rose facial treatment and i had the massage.  Overall, treatments are slighty more expensive but its about the pricing you would expect to pay at a top notch resort. Staff were very friendly and they had a full spa facility including jacuzzi, steam, ice, experience shower. They also had got a relaxing lounge where you could relax after a treatment wth some hot ginger or peppermint tea and treats.  My wife was happy with the facial and i was pleased with the massage. The right stroke, pressure and technique. Well, i didnt fall asleep during the massage so i wouldnt rate it best, because if i had truly enjoyed the massage, i would have fallen asleep, which i didnt :-)  Overall a relaxing treat as the spa wasnt overcrowded; therefore i enjoyed some amount of peace and quietness which was truly an essence to any spa visit. However, it will be nice if the spa had expanded their facilities to include some outdoor settings; as the property is sited among some lush greenery and could do well to take advantage of nature&acute;s infusion of birds&acute;s call, rustling leaves,, sea salt and fresh tropical rain smell etc",5,0,100,Auriga Spa,http://www.tripadvisor.com/Attraction_Review-g294264-d3459673-Reviews-Auriga_Spa-Sentosa_Island.html,Sentosa Island,6
15334,Bonbon1399,Hotels,9/26/2013,Just love this brand!,"This was the first time i tried banyan tree brand. Location was not as convenience as other down town hotel, the nearby sky train station was 10-15 mins walk. Booked 2 rooms, 1 King / 1 Twin club floor. Arrived at 10pm, staff was friendly at the lobby, speedy check in at the lounge, welcome drink on arrival. They can only provide us with 2 king room, promised that they will turn on of the room back to twin the next day as it was too late at night to fix the bedding.  Room are great, spacious with a large bathroom. I called for morning call the next morning and the staff on the phone immediately asked if they should send coffee/tea to room as well. Food was great overall.  Overall, a great hotel with high level of customer service. will definitely return!",5,1,101,Banyan Tree Bangkok,http://www.tripadvisor.com/Hotel_Review-g293916-d302959-Reviews-Banyan_Tree_Bangkok-Bangkok.html,Bangkok,6
6910,Amesthyite,Attractions,7/12/2015,Best temple of the park!,"We really liked this temple because it completely differs from all the other structures in the area. In Ayutthaya in Thailand as well as Sukkothai you can find temples that resemble the rest of Angkor park, even though Angkor is by far the biggest assemblage; however nothing looks anywhere near this one. It&acute;s unique and the many faces of the king looking at you from all sides really makes the experience worth the time!",5,0,100,Bayon Temple,http://www.tripadvisor.com/Attraction_Review-g297390-d552507-Reviews-Bayon_Temple-Siem_Reap_Siem_Reap_Province.html,Siem Reap,6
13353,Bertybign,Attractions,5/1/2013,Wonderful show!,This is a really spectacular show. I never seen anything remotely as good (as far as fountains go). It is not worth spending 10 minutes there though!,5,0,100,Bellagio Fountains,http://www.tripadvisor.com/Attraction_Review-g45963-d127003-Reviews-Bellagio_Fountains-Las_Vegas_Nevada.html,Las Vegas,6
2544,6079max,Hotels,8/27/2012,"Impressive Hotel, Great Location","A very classy, typically English, comfortable Hotel. Located directly across the road from the railway station, which makes such a difference when you are moving around quite a lot. Our room was lovely and beautifully appointed. Our breakfast was included and it was delicious. The breakfast room was very classy in keeping with the hotel. The bar area downstairs is great and the food was fantastic.",5,1,101,BEST WESTERN Premier Queen Hotel,http://www.tripadvisor.com/Hotel_Review-g186233-d192820-Reviews-BEST_WESTERN_Premier_Queen_Hotel-Chester_Cheshire_England.html,Chester,6
5607,Aidasas,Hotels,4/10/2015,Great repeat,"We have stayed at this property few years ago, we have truly enjoyed. This time our stay was even better - they have increased the breakfast area, and are now serving omelet, hot saussages and boiled potatoes. Rooms are great, and we&acute;ve got the room facing the pool. Kids have enjoyed the pool. Would definately return !",5,0,100,BEST WESTERN Westminster Inn,http://www.tripadvisor.com/Hotel_Review-g33260-d81138-Reviews-BEST_WESTERN_Westminster_Inn-Westminster_California.html,Westminster,6
5621,Aidasas,Hotels,3/26/2013,Exceeded all expectations,"We have originally planned a stay at a bit cheaper Best Western close by, but since that hotel got closed, our tour company has negotiated the room at this hotel for the same price for us. The room was superb. We ate breakfast every morning, it was quite simple, but their vafers are lovely :) Used their computer and printer to print several tickets to the events. They had plenty of parking, and the area seemed to be safe. 5 minutes ride to KFC, Taco Bell and other dinings, shopping mall is also 5 minutes away. Would definitely stay again !",5,0,100,BEST WESTERN Westminster Inn,http://www.tripadvisor.com/Hotel_Review-g33260-d81138-Reviews-BEST_WESTERN_Westminster_Inn-Westminster_California.html,Westminster,6
10273,AvniBaroda,Restaurants,10/13/2010,Authentic Thai food with an amazing ambience!!,"The Blue Elephant is a fancy Thai restaurant, serving authentic cuisine. Everything we ordered starting from the wine and appetizers right up to the dessert was fantastic. We were two couples of which we were vegetarians. To my surprise, they had a great vegetarian menu. The raw papaya salad and thai green curry were awesome. Even our friends enjoyed their shrimp and chicken dishes. The ambiance created was wonderful. It almost felt like we were sitting in a garden, only indoors and air conditioned!!! We finished off our evening with some aromatic jasmine tea. Absolutely perfect!!! Although a little pricey, our overall experience was great and anyone visiting Paris with a taste for Thai cuisine should not miss this place.",5,0,100,Blue Elephant,http://www.tripadvisor.com/Restaurant_Review-g187147-d695203-Reviews-Blue_Elephant-Paris_Ile_de_France.html,Paris,6
4716,A_Florida_Traveler,Hotels,12/6/2010,A nice condo that allows family to relax and have room.,"For a weekend trip to Orlando for the theme parks, this condo hotel was perfect. We had plenty of room and a great location near all the parks. Two points that were annoying only one parking pass per room and they did not clean up between days. But, with it being a condo/time share that is not surprising.",5,0,100,Bluegreen Fountains Resort,http://www.tripadvisor.com/Hotel_Review-g34515-d530682-Reviews-Bluegreen_Fountains_Resort-Orlando_Florida.html,Orlando,6
10496,AyrshireBacon,Restaurants,4/1/2015,"Second Visit, Still As Good As Ever.","We had opted for a six-course tasting menu with champagne and were not disappointed, even arriving late (our fault) the staff were polite and very accommodating.  Whilst the portions were ample some may find them small if a &acute;heaper&acute; more used to the buffet format, sorry but that&acute;s an unfortunate truth. What you receive is a selection of smaller dishes to taste several without leaving bloated, a concept which I do prefer and left feeling satisfied. The food is prepared with passion and presented artistically, not faultless but certainly one of the best in the region you should visit.  You&acute;ll note the majority of reviews are positive / excellent and this is an accolade well earned by seasoned reviewers, well done to the team at Cail Bruich and we&acute;ll see you again soon.",5,0,100,Cail Bruich,http://www.tripadvisor.com/Restaurant_Review-g186534-d1906407-Reviews-Cail_Bruich-Glasgow_Scotland.html,Glasgow,6
10513,AyrshireBacon,Restaurants,6/8/2014,Faultless...,"An outstanding restaurant offering well prepared and quality ingredients, excellent choreographed service with an attentive management style. Nothing more needs said, well above par...",5,1,101,Cail Bruich,http://www.tripadvisor.com/Restaurant_Review-g186534-d1906407-Reviews-Cail_Bruich-Glasgow_Scotland.html,Glasgow,6
12622,BeansterIreland,Restaurants,10/6/2010,excellent food,"Great fresh food, really tasty and very well cooked, we ate there twice, lovely location on the Marina. Nice Staff - would defo go back there",5,2,102,Cais Bistro and Bar,http://www.tripadvisor.com/Restaurant_Review-g189117-d1102887-Reviews-Cais_Bistro_and_Bar-Lagos_Faro_District_Algarve.html,Lagos,6
13633,BigBlueOcean7,Attractions,3/27/2012,We come back at least once or twice a month and it doesn&acute;t get old - you always learn something new,We come here regularly. It&acute;s a go-to place on a rainy day and outdoor options are rained out. We love the aquarium and the rainforest. Lots of active butterflies in the rainforest. There are 2 aquariums - a California Coast one and a Philippine Reef one. Next best thing to scuba diving!  The cafe is one of the best at a museum and better than cafes not in a museum!,5,0,100,California Academy of Sciences,http://www.tripadvisor.com/Attraction_Review-g60713-d117078-Reviews-California_Academy_of_Sciences-San_Francisco_California.html,San Francisco,6
18648,CaliLover05,Hotels,1/19/2014,Another lovely stay,"I really can&acute;t rate this hotel highly enough - such good value for money and close enough to the airport to be convenient for an early flight. Lovely, warm, cosy and comfortable room, great power shower and exceptionally clean. Also a plentiful, all you can eat breakfast, can&acute;t ask for anything else! Except great customer service - but it has that too, thanks again guys!",5,1,101,Campanile Glasgow Airport,http://www.tripadvisor.com/Hotel_Review-g186534-d1948297-Reviews-Campanile_Glasgow_Airport-Glasgow_Scotland.html,Glasgow,6
18655,CaliLover05,Hotels,1/28/2013,Great experience! Totally recommend,"This hotel was perfect and exactly what I was looking for - a base while visiting a relative in nearby Ross Hall hospital. I had and a nice cosy room with a very comfortable bed, a lovely power shower and everything was spotlessly clean. Breakfast was excellent value and the staff always had a welcoming smile and were also extremely helpful in arranging my transport to the hospital/train station. Great value and would have no qualms about booking here again or recommending it to others. Big thanks to everyone.",5,1,100,Campanile Glasgow Airport,http://www.tripadvisor.com/Hotel_Review-g186534-d1948297-Reviews-Campanile_Glasgow_Airport-Glasgow_Scotland.html,Glasgow,6
6630,AlvinTSingapore,Hotels,10/26/2014,Heaven on earth,"Back here after last visit in 2012. At point of writing, im already planning for next visit next year, so that gives you an indication of good it was. Cant say for other guests, but each stay gets better. True to their mantra of delighting guests, they remember your preferences and follow up with it. Extremely delighted and pampered with zero complaints. The guest relation officers, car valets, housekeeping and everyone are friendly and courteous.  Well, probably one feedback though which was highlighted on last visit as well. Breakfast choices are too limited and stay stagnant everyday. If I&acute;m a long stay guest, this will definitely be the downlight. I got bored on my 3rd morning and just went with a cup of cappucino.  Oh for local guests, you can actually stay in with your small size furry companions. Let them know in advance though. And please, doggy manners to be obeserved. Make sure all poos are picked up and dogs are leashed up and they do not bark unnecessarily. Do not be a nuisance and expect to be treated like royalty still. Do not spoil it for others.",5,2,102,Capella Singapore,http://www.tripadvisor.com/Hotel_Review-g294264-d1307604-Reviews-Capella_Singapore-Sentosa_Island.html,Sentosa Island,6
6685,AlvinTSingapore,Hotels,10/15/2012,A wonderful staycation on Sentosa,"yes, its expensive but well worth it for a relaxing 3N staycation. What a way to get away from the busy city hustle bustle Singapore. We were immediately transported into a quiet serene environment with lots of greenery and dim mood lighting. Chill.... Ok so here&acute;s the report:  Checkin: They knew you were coming. I was greeted by my name when i drove in. Complimentary entry into Sentosa and carparking. Bell boy picked up luggage and sent it to room very quickly. Checkin was fast and followed up with a navigation tour around the property by the guest relation / personal assistant.  Property: Nice setup with lots of greenery. Free roaming peacocks and bird species. I could see a party of free ranging wild parrots in the few big trees from my floor to ceiling window. Hearing them calling out freely and playing among the trees were also a delight. The only thing I would say is this property is better suited for couples. Kids would spoil the atmosphere and the elderly and less mobile folks may find it a chore or with much difficulty to walk around the grounds as there are many steps and not as wheelchair friendly. Also signages were abit confusing as on one end lifts take you to the 3rd floor and on the other all the way to the 5th. This is partly due to the propery being sited on a hill.  Staff: Wonderful eager to please staff who tries to make your day. Also, i notice staff are empowered to an extent, so that&acute;s a good thing as nice surprises come your way.... However, staff do not wear name tags which i find it difficult to thank them by name without asking. I probably guess they want to do away with the traditional name badges style. Oh, the night in-room dining captain Ned was a bouncing bunny eager to engage and please his guests. Ask for his mango lassi which he created and is so passionately proud of. I do know he has others up his sleeve too :-)  Spa: Again, some good pampering and with good facilities. I couldn&acute;t get enough of their Experience Shower concept and especially with the Tropical Shower. Worth trying some of the signature treatments.  Breakfast and dining: I only tried breakfast and not the others. In my opinion, breakfast choices while varied, are still pretty limited. Could do with more choices. As i know, they are improving on this which i know they will. Otherwise, its filling on the tummy and wait staff are extremely attentive. Do include some ala carte choices as its part of the breakfast deal as well. We weren&acute;t clearly informed of this on our first breakfast.  Room: The most important of any staycation. Nice comfy bed with fully automated air-conditioning, curtain and blinds, and lighting. Also, an in-room Bose system and speakers with ipod docking adds to the overall touch. My only complaint is that at 0430hrs, the blind started rolling down themselves. Not sure if its a set function feature. Maybe someone can explain that to me here as i did not get to ask at check-out.  Overall, its a truly relaxing great staycation which although pricey, the bliss we got was priceless.",5,2,102,Capella Singapore,http://www.tripadvisor.com/Hotel_Review-g294264-d1307604-Reviews-Capella_Singapore-Sentosa_Island.html,Sentosa Island,6
1169,23stationroad,Attractions,5/29/2015,Well looked after,Took my 85 year old father who has trouble walking. The staff provided a wheelchair and help him to get upstairs in the lift. Excellent service and he was thrilled to see Gaudi&acute;s work,5,0,100,Casa Batllo,http://www.tripadvisor.com/Attraction_Review-g187497-d191052-Reviews-Casa_Batllo-Barcelona_Catalonia.html,Barcelona,6
9801,AusBeagle,Attractions,11/26/2011,Beautiful public space,A great spot to walk around in the afternoon...large expanse of public space and beautiful park surroundings.,5,0,100,Central Park,http://www.tripadvisor.com/Attraction_Review-g60763-d105127-Reviews-Central_Park-New_York_City_New_York.html,New York City,6
935,2011ChgoWanderer,Hotels,6/16/2011,Like Staying with an Old Friend,"I had high hopes for the Chancellor Hotel long before staying there based on the great customer service I received during the reservations process. and I was not disappointed when it came time for my stay. From the beginning to end, everyone I talked to was always patient and helpful with my many questions, in particular kudos to Kevin who went above and beyond to take care of my last minute changes and reservation worries.  Yes, the Chancellor is an older hotel. Yes, the rooms are small. No, it may not have all the fancy bells and whistles that other nearby hotels do. But what it does give you is a homey, cozy, comfortable place to call home during your stay that will be the perfect end to a long day of running around. And their attention to detail in many ways will leave you feeling like you truly matter to them as a customer...after my second night, housekeeping realized I was always pulling the comforter down to the end of the bed and made my bed that way every day after that .  Try Luques at least once for a great omelette and stop by the Tour desk for maps. On my first day they gave me the perfect map to help me find my way around town and thanks to them, I didn&acute;t get lost once which is amazing for someone as directionally challenged as myself!",5,0,100,Chancellor Hotel on Union Square,http://www.tripadvisor.com/Hotel_Review-g60713-d115644-Reviews-Chancellor_Hotel_on_Union_Square-San_Francisco_California.html,San Francisco,6
6314,AliDUk,Attractions,8/30/2014,Beautiful,Spent a couple of hours here enjoying the beautiful glass. A very calm and charming place. We visit early in the morning so it was quiet.,5,0,100,Chihuly Garden and Glass,http://www.tripadvisor.com/Attraction_Review-g60878-d3184389-Reviews-Chihuly_Garden_and_Glass-Seattle_Washington.html,Seattle,6
6636,AlvinTSingapore,Hotels,4/25/2014,The only home in BKK,Always great to return. Staff remember and welcome your return. Not sure but they probably also try to give you back the same room you previously stayed in. Not a bad thing for me. Will very very likely stay again unless there is a stong reason not to.,5,0,100,Citadines Sukhumvit 8 Bangkok,http://www.tripadvisor.com/Hotel_Review-g293916-d1110622-Reviews-Citadines_Sukhumvit_8_Bangkok-Bangkok.html,Bangkok,6
6645,AlvinTSingapore,Hotels,12/10/2013,Back again and always good,"Without a doubt, this is my favourite place to stay in when in BKK.  On a quiet street with easy access out to main street via property&acute;s tuktuk at any time of day. Once out on main street, you have the Nana BTS as well to take you around to most spots in BKK. Also along Sukhumvit, you have access to the nightly market, cafes, shopping mall etc etc, endless!  In my opinion, rates are reasonable but hey what&acute;s the point of getting good rates if property is bad, staff is bad etc etc  Staff are friendly and accommodating, some of the staff remember me from previous stays. Hotel is well equipped with a simple gym,self service laundrette room, bar and a small square dip pool. Three strokes take you end to end of the pool :) Rooms are reasonably sized, expect a smaller room if you take the studio but their 2 bedrooms are pretty spacious. Take note also that some same category rooms have different layouts, so contributing to overall size and space.  My only complain is the poor breakfast variety.  All in, no doubts about coming back again!",5,0,100,Citadines Sukhumvit 8 Bangkok,http://www.tripadvisor.com/Hotel_Review-g293916-d1110622-Reviews-Citadines_Sukhumvit_8_Bangkok-Bangkok.html,Bangkok,6
24184,Cynicor,Hotels,10/11/2013,Amazing stay,"Had another short stay here in August 2013. From airport pickup to checkout the whole stay was amazing and very well handled. As a daimond member we recevied the full benefits, including the high tea and evening cocktails that are normally for suites  We only took ala carte breakfast in the Ren restuarant and this was consistenly excellent.  I really could not fault the hotel at all, everything went very well. Thank you especially to Agung and his whole team.",5,1,100,Conrad Bali,http://www.tripadvisor.com/Hotel_Review-g1465999-d320013-Reviews-Conrad_Bali-Tanjung_Benoa_Nusa_Dua_Peninsula_Bali.html,Tanjung Benoa,6
